hotel,arrival_date,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,distribution_channel,is_repeated_guest,reserved_room_type,assigned_room_type,deposit_type,customer_type,adr,total_of_special_requests,reservation_status,reservation_status_date,room_match_flag,total_guest,family_flag,booking_changes_flag,total_nights,revenue,booking_time_flag,weekend_ratio,expected_loss,booking_value,booking_urgency,sameDay_booking
Resort Hotel,2017-07-26,0,27,2017,July,30,26,0,4,2,HB,ITA,Online TA,TA/TO,0,A,A,No Deposit,Transient,207.59,1,Check-Out,2017-07-30,Room Match,3,1,FALSE,4,830.36,8-30,0,0,Premium Value,0.04,0
Resort Hotel,2017-07-26,0,48,2017,July,30,26,0,4,2,BB,ESP,Online TA,TA/TO,0,G,G,No Deposit,Transient,319,1,Check-Out,2017-07-30,Room Match,4,1,FALSE,4,1276,31-90,0,0,Premium Value,0.02,0
Resort Hotel,2017-07-24,0,27,2017,July,30,24,1,5,2,HB,PRT,Direct,Direct,0,D,D,No Deposit,Transient,293.5,0,Check-Out,2017-07-30,Room Match,3,1,FALSE,6,1761,8-30,0.17,0,Premium Value,0.04,0
Resort Hotel,2017-07-23,0,188,2017,July,30,23,2,5,2,BB,IRL,Online TA,TA/TO,0,A,A,No Deposit,Transient,155.75,1,Check-Out,2017-07-30,Room Match,2,0,FALSE,7,1090.25,90+,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-27,0,47,2017,July,30,27,0,3,2,BB,PRT,Online TA,TA/TO,0,E,F,No Deposit,Transient,245,3,Check-Out,2017-07-30,Room Change,2,0,FALSE,3,735,31-90,0,0,Premium Value,0.02,0
Resort Hotel,2017-07-24,0,143,2017,July,30,24,1,5,2,BB,PRT,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,156,0,Check-Out,2017-07-30,Room Match,2,0,FALSE,6,936,90+,0.17,0,Premium Value,0.01,0
Resort Hotel,2017-07-25,0,160,2017,July,30,25,0,5,2,HB,PRT,Direct,Direct,0,D,D,No Deposit,Transient,222,1,Check-Out,2017-07-30,Room Match,2,0,TRUE,5,1110,90+,0,0,Premium Value,0.01,0
Resort Hotel,2017-07-22,0,165,2017,July,29,22,2,6,2,BB,CHE,Online TA,TA/TO,0,C,C,No Deposit,Transient,200,1,Check-Out,2017-07-30,Room Match,4,1,FALSE,8,1600,90+,0.25,0,Premium Value,0.01,0
Resort Hotel,2017-07-23,0,151,2017,July,30,23,2,5,3,HB,CZE,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,200.05,0,Check-Out,2017-07-30,Room Match,3,0,FALSE,7,1400.3500000000001,90+,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-27,0,30,2017,July,30,27,0,3,2,BB,GBR,Online TA,TA/TO,0,E,F,No Deposit,Transient,245,2,Check-Out,2017-07-30,Room Change,2,0,TRUE,3,735,8-30,0,0,Premium Value,0.03,0
Resort Hotel,2017-07-25,0,150,2017,July,30,25,0,5,3,BB,DEU,Online TA,TA/TO,0,H,H,No Deposit,Transient,271,0,Check-Out,2017-07-30,Room Match,3,0,TRUE,5,1355,90+,0,0,Premium Value,0.01,0
Resort Hotel,2017-07-28,0,18,2017,July,30,28,0,2,2,BB,PRT,Complementary,Direct,0,E,E,No Deposit,Transient,14,0,Check-Out,2017-07-30,Room Match,2,0,FALSE,2,28,8-30,0,0,Low Value,0.05,0
Resort Hotel,2017-07-25,0,27,2017,July,30,25,0,5,3,HB,PRT,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,253.54,0,Check-Out,2017-07-30,Room Match,3,0,FALSE,5,1267.7,8-30,0,0,Premium Value,0.04,0
Resort Hotel,2017-07-29,0,19,2017,July,30,29,0,1,2,BB,CHN,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,184.5,3,Check-Out,2017-07-30,Room Match,2,0,FALSE,1,184.5,8-30,0,0,Moderate Value,0.05,0
Resort Hotel,2017-07-23,0,83,2017,July,30,23,2,5,3,HB,GBR,Offline TA/TO,TA/TO,0,D,D,No Deposit,Contract,229.25,0,Check-Out,2017-07-30,Room Match,3,0,FALSE,7,1604.75,31-90,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-26,0,149,2017,July,30,26,0,4,2,BB,CHE,Direct,Direct,0,C,C,No Deposit,Transient,211.25,0,Check-Out,2017-07-30,Room Match,4,1,FALSE,4,845,90+,0,0,Premium Value,0.01,0
Resort Hotel,2017-07-23,0,176,2017,July,30,23,2,5,3,HB,PRT,Offline TA/TO,TA/TO,0,C,C,No Deposit,Transient,144,0,Check-Out,2017-07-30,Room Match,4,1,TRUE,7,1008,90+,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-23,0,122,2017,July,30,23,2,5,2,BB,BEL,Online TA,TA/TO,0,G,G,No Deposit,Transient,360,1,Check-Out,2017-07-30,Room Match,4,1,FALSE,7,2520,90+,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-29,0,19,2017,July,30,29,0,1,2,BB,JPN,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,184.5,3,Check-Out,2017-07-30,Room Match,2,0,FALSE,1,184.5,8-30,0,0,Moderate Value,0.05,0
Resort Hotel,2017-07-29,0,18,2017,July,30,29,0,1,2,BB,CHN,Online TA,TA/TO,0,C,C,No Deposit,Transient-Party,255,2,Check-Out,2017-07-30,Room Match,4,1,FALSE,1,255,8-30,0,0,Moderate Value,0.05,0
Resort Hotel,2017-07-25,0,11,2017,July,30,25,0,5,2,BB,GBR,Offline TA/TO,TA/TO,0,D,D,No Deposit,Contract,135,0,Check-Out,2017-07-30,Room Match,2,0,FALSE,5,675,8-30,0,0,Premium Value,0.08,0
Resort Hotel,2017-07-25,0,2,2017,July,30,25,0,5,2,HB,PRT,Online TA,TA/TO,0,E,E,No Deposit,Transient,268,1,Check-Out,2017-07-30,Room Match,2,0,FALSE,5,1340,0-7,0,0,Premium Value,0.33,0
Resort Hotel,2017-07-28,0,4,2017,July,30,28,0,2,2,HB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,224.5,1,Check-Out,2017-07-30,Room Match,2,0,FALSE,2,449,0-7,0,0,High Value,0.2,0
Resort Hotel,2017-07-27,0,17,2017,July,30,27,0,3,2,BB,CN,Online TA,TA/TO,0,A,A,No Deposit,Transient,205,2,Check-Out,2017-07-30,Room Match,2,0,FALSE,3,615,8-30,0,0,Premium Value,0.06,0
Resort Hotel,2017-07-20,0,198,2017,July,29,20,2,8,2,BB,IRL,Offline TA/TO,TA/TO,0,D,D,No Deposit,Contract,123.5,0,Check-Out,2017-07-30,Room Match,2,0,FALSE,10,1235,90+,0.2,0,Premium Value,0.01,0
Resort Hotel,2017-07-29,0,0,2017,July,30,29,0,1,2,BB,GBR,Online TA,TA/TO,0,E,E,No Deposit,Transient-Party,205,1,Check-Out,2017-07-30,Room Match,2,0,FALSE,1,205,0-7,0,0,Moderate Value,1,1
Resort Hotel,2017-07-29,0,0,2017,July,30,29,0,1,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,199,0,Check-Out,2017-07-30,Room Match,3,1,FALSE,1,199,0-7,0,0,Moderate Value,1,1
Resort Hotel,2017-07-30,0,206,2017,July,31,30,4,6,2,BB,PRT,Online TA,TA/TO,0,E,E,No Deposit,Transient,190.7,2,Check-Out,2017-08-09,Room Match,3,1,FALSE,10,1907,90+,0.4,0,Premium Value,0,0
Resort Hotel,2017-07-28,0,0,2017,July,30,28,1,2,2,BB,USA,Online TA,TA/TO,0,A,B,No Deposit,Transient,105.31,0,Check-Out,2017-07-31,Room Change,2,0,FALSE,3,315.93,0-7,0.33,0,High Value,1,1
Resort Hotel,2017-07-28,0,177,2017,July,30,28,1,2,2,BB,CN,Online TA,TA/TO,0,A,A,No Deposit,Transient,116.53,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,349.59000000000003,90+,0.33,0,High Value,0.01,0
Resort Hotel,2017-07-27,0,30,2017,July,30,27,1,3,2,BB,CN,Online TA,TA/TO,0,E,E,No Deposit,Transient,181.31,1,Check-Out,2017-07-31,Room Match,2,0,FALSE,4,725.24,8-30,0.25,0,Premium Value,0.03,0
Resort Hotel,2017-07-27,0,181,2017,July,30,27,1,3,2,BB,CN,Online TA,TA/TO,0,A,A,No Deposit,Transient,129.2,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,4,516.8,90+,0.25,0,Premium Value,0.01,0
Resort Hotel,2017-07-26,0,181,2017,July,30,26,1,4,2,HB,GBR,Online TA,TA/TO,0,G,G,No Deposit,Transient,298,1,Check-Out,2017-07-31,Room Match,4,1,FALSE,5,1490,90+,0.2,0,Premium Value,0.01,0
Resort Hotel,2017-07-23,0,175,2017,July,30,23,3,5,2,HB,CHE,Online TA,TA/TO,0,A,A,No Deposit,Transient,192,1,Check-Out,2017-07-31,Room Match,2,0,FALSE,8,1536,90+,0.38,0,Premium Value,0.01,0
Resort Hotel,2017-07-27,0,14,2017,July,30,27,1,3,2,BB,GBR,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,116.5,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,4,466,8-30,0.25,0,High Value,0.07,0
Resort Hotel,2017-07-24,0,46,2017,July,30,24,2,5,2,BB,GBR,Offline TA/TO,TA/TO,0,D,D,No Deposit,Contract,135,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,7,945,31-90,0.29,0,Premium Value,0.02,0
Resort Hotel,2017-07-27,0,14,2017,July,30,27,1,3,2,HB,GBR,Offline TA/TO,TA/TO,0,D,D,No Deposit,Contract,165,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,4,660,8-30,0.25,0,Premium Value,0.07,0
Resort Hotel,2017-07-27,0,18,2017,July,30,27,1,3,2,BB,IRL,Online TA,TA/TO,0,A,A,No Deposit,Transient,164,1,Check-Out,2017-07-31,Room Match,2,0,FALSE,4,656,8-30,0.25,0,Premium Value,0.05,0
Resort Hotel,2017-07-23,0,82,2017,July,30,23,3,5,2,HB,GBR,Direct,Direct,0,F,F,No Deposit,Transient,294,2,Check-Out,2017-07-31,Room Match,2,0,TRUE,8,2352,31-90,0.38,0,Premium Value,0.01,0
Resort Hotel,2017-07-23,0,82,2017,July,30,23,3,5,3,HB,GBR,Direct,Direct,0,F,F,No Deposit,Transient,344,2,Check-Out,2017-07-31,Room Match,3,0,TRUE,8,2752,31-90,0.38,0,Premium Value,0.01,0
Resort Hotel,2017-07-28,0,50,2017,July,30,28,1,2,2,BB,BRA,Direct,Direct,0,A,A,No Deposit,Transient,214,2,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,642,31-90,0.33,0,Premium Value,0.02,0
Resort Hotel,2017-07-27,0,195,2017,July,30,27,1,3,2,BB,PRT,Direct,Direct,0,A,A,No Deposit,Transient,152.38,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,4,609.52,90+,0.25,0,Premium Value,0.01,0
Resort Hotel,2017-07-16,0,156,2017,July,29,16,5,10,2,HB,FRA,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,171,0,Check-Out,2017-07-31,Room Match,2,0,TRUE,15,2565,90+,0.33,0,Premium Value,0.01,0
Resort Hotel,2017-07-28,0,157,2017,July,30,28,1,2,2,HB,ESP,Online TA,TA/TO,0,C,C,No Deposit,Transient,280.33,4,Check-Out,2017-07-31,Room Match,4,1,FALSE,3,840.99,90+,0.33,0,Premium Value,0.01,0
Resort Hotel,2017-07-27,0,28,2017,July,30,27,1,3,2,BB,LUX,Online TA,TA/TO,0,A,A,No Deposit,Transient,219,3,Check-Out,2017-07-31,Room Match,2,0,FALSE,4,876,8-30,0.25,0,Premium Value,0.03,0
Resort Hotel,2017-07-22,0,192,2017,July,29,22,3,6,2,HB,PRT,Direct,Direct,0,F,F,No Deposit,Transient,227.6,2,Check-Out,2017-07-31,Room Match,2,0,TRUE,9,2048.4,90+,0.33,0,Premium Value,0.01,0
Resort Hotel,2017-07-27,0,114,2017,July,30,27,1,3,2,HB,PRT,Direct,Direct,0,E,E,No Deposit,Transient,185,1,Check-Out,2017-07-31,Room Match,3,1,FALSE,4,740,90+,0.25,0,Premium Value,0.01,0
Resort Hotel,2017-07-24,0,179,2017,July,30,24,2,5,2,HB,DEU,Direct,Direct,0,G,G,No Deposit,Transient,273,0,Check-Out,2017-07-31,Room Match,4,1,TRUE,7,1911,90+,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-27,0,32,2017,July,30,27,1,3,2,HB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,251,2,Check-Out,2017-07-31,Room Match,2,0,FALSE,4,1004,31-90,0.25,0,Premium Value,0.03,0
Resort Hotel,2017-07-28,0,18,2017,July,30,28,1,2,2,BB,BEL,Direct,Direct,0,A,H,No Deposit,Transient,214,1,Check-Out,2017-07-31,Room Change,2,0,FALSE,3,642,8-30,0.33,0,Premium Value,0.05,0
Resort Hotel,2017-07-24,0,52,2017,July,30,24,2,5,2,BB,IRL,Direct,Direct,0,A,A,No Deposit,Transient,200,1,Check-Out,2017-07-31,Room Match,2,0,FALSE,7,1400,31-90,0.29,0,Premium Value,0.02,0
Resort Hotel,2017-07-28,0,143,2017,July,30,28,1,2,2,BB,LUX,Direct,Direct,0,E,E,No Deposit,Transient-Party,193.5,1,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,580.5,90+,0.33,0,Premium Value,0.01,0
Resort Hotel,2017-07-28,0,143,2017,July,30,28,1,2,2,BB,LUX,Direct,Direct,0,E,E,No Deposit,Transient-Party,207.5,1,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,622.5,90+,0.33,0,Premium Value,0.01,0
Resort Hotel,2017-07-28,0,143,2017,July,30,28,1,2,2,BB,LUX,Direct,Direct,0,E,E,No Deposit,Transient-Party,207.5,1,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,622.5,90+,0.33,0,Premium Value,0.01,0
Resort Hotel,2017-07-28,0,161,2017,July,30,28,1,2,2,BB,GBR,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,141,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,423,90+,0.33,0,High Value,0.01,0
Resort Hotel,2017-07-28,0,161,2017,July,30,28,1,2,2,BB,GBR,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,155,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,465,90+,0.33,0,High Value,0.01,0
Resort Hotel,2017-07-25,0,5,2017,July,30,25,1,5,2,HB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,228.33,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,6,1369.98,0-7,0.17,0,Premium Value,0.17,0
Resort Hotel,2017-07-28,0,0,2017,July,30,28,1,2,2,BB,USA,Online TA,TA/TO,0,A,A,No Deposit,Transient,102.73,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,308.19,0-7,0.33,0,High Value,1,1
Resort Hotel,2017-07-27,0,12,2017,July,30,27,1,3,2,BB,BRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,239,2,Check-Out,2017-07-31,Room Match,2,0,FALSE,4,956,8-30,0.25,0,Premium Value,0.08,0
Resort Hotel,2017-07-28,0,72,2017,July,30,28,1,2,2,HB,ESP,Online TA,TA/TO,0,D,F,No Deposit,Transient,271,2,Check-Out,2017-07-31,Room Change,2,0,FALSE,3,813,31-90,0.33,0,Premium Value,0.01,0
Resort Hotel,2017-07-23,0,4,2017,July,30,23,3,5,2,BB,PRT,Online TA,TA/TO,0,D,D,No Deposit,Transient,203.38,2,Check-Out,2017-07-31,Room Match,2,0,FALSE,8,1627.04,0-7,0.38,0,Premium Value,0.2,0
Resort Hotel,2017-07-24,0,25,2017,July,30,24,2,5,2,HB,ESP,Direct,Direct,0,E,E,No Deposit,Transient,272,0,Check-Out,2017-07-31,Room Match,2,0,TRUE,7,1904,8-30,0.29,0,Premium Value,0.04,0
Resort Hotel,2017-07-28,0,1,2017,July,30,28,1,2,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,172.67,1,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,518.01,0-7,0.33,0,Premium Value,0.5,0
Resort Hotel,2017-07-28,0,8,2017,July,30,28,1,2,2,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,202.33,1,Check-Out,2017-07-31,Room Match,2,0,FALSE,3,606.99,8-30,0.33,0,Premium Value,0.11,0
Resort Hotel,2017-07-16,0,170,2017,July,29,16,5,10,2,HB,FRA,Offline TA/TO,TA/TO,0,E,E,No Deposit,Transient,163.8,0,Check-Out,2017-07-31,Room Match,2,0,FALSE,15,2457,90+,0.33,0,Premium Value,0.01,0
Resort Hotel,2017-07-24,0,195,2017,July,30,24,2,5,3,BB,GBR,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,149.45,0,Check-Out,2017-07-31,Room Match,3,0,FALSE,7,1046.1499999999999,90+,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-29,0,151,2017,July,30,29,1,1,2,BB,DEU,Online TA,TA/TO,0,C,C,No Deposit,Transient,220,3,Check-Out,2017-07-31,Room Match,4,1,FALSE,2,440,90+,0.5,0,High Value,0.01,0
Resort Hotel,2017-07-27,0,0,2017,July,30,27,1,3,2,BB,CHE,Online TA,TA/TO,0,C,C,No Deposit,Transient-Party,269,2,Check-Out,2017-07-31,Room Match,3,1,FALSE,4,1076,0-7,0.25,0,Premium Value,1,1
Resort Hotel,2017-07-27,0,280,2017,July,30,27,1,3,2,BB,IRL,Direct,Direct,0,D,D,No Deposit,Transient,140.94,0,Check-Out,2017-07-31,Room Match,2,0,TRUE,4,563.76,90+,0.25,0,Premium Value,0,0
Resort Hotel,2017-07-27,0,0,2017,July,30,27,1,3,2,BB,PRT,Online TA,TA/TO,0,E,E,No Deposit,Transient-Party,245,3,Check-Out,2017-07-31,Room Match,3,1,TRUE,4,980,0-7,0.25,0,Premium Value,1,1
Resort Hotel,2017-07-25,0,171,2017,July,30,25,2,5,2,BB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient-Party,182.86,1,Check-Out,2017-08-01,Room Match,2,0,TRUE,7,1280.02,90+,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-25,0,171,2017,July,30,25,2,5,2,BB,POL,Online TA,TA/TO,0,D,D,No Deposit,Transient-Party,182.86,1,Check-Out,2017-08-01,Room Match,2,0,TRUE,7,1280.02,90+,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-28,0,6,2017,July,30,28,2,2,2,BB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient,168.15,1,Check-Out,2017-08-01,Room Match,2,0,FALSE,4,672.6,0-7,0.5,0,Premium Value,0.14,0
Resort Hotel,2017-07-27,0,223,2017,July,30,27,2,3,2,BB,CN,Online TA,TA/TO,0,A,A,No Deposit,Transient,112.7,0,Check-Out,2017-08-01,Room Match,2,0,FALSE,5,563.5,90+,0.4,0,Premium Value,0,0
Resort Hotel,2017-07-18,0,62,2017,July,29,18,4,10,2,HB,IRL,Offline TA/TO,TA/TO,0,E,E,No Deposit,Transient,192.1,2,Check-Out,2017-08-01,Room Match,2,0,FALSE,14,2689.4,31-90,0.29,0,Premium Value,0.02,0
Resort Hotel,2017-07-28,0,44,2017,July,30,28,2,2,2,BB,GBR,Offline TA/TO,TA/TO,0,D,D,No Deposit,Contract,135,0,Check-Out,2017-08-01,Room Match,2,0,FALSE,4,540,31-90,0.5,0,Premium Value,0.02,0
Resort Hotel,2017-07-29,0,281,2017,July,30,29,2,1,3,BB,BEL,Online TA,TA/TO,0,H,H,No Deposit,Transient,261,2,Check-Out,2017-08-01,Room Match,4,1,FALSE,3,783,90+,0.67,0,Premium Value,0,0
Resort Hotel,2017-07-26,0,31,2017,July,30,26,2,4,2,BB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient,171,1,Check-Out,2017-08-01,Room Match,2,0,FALSE,6,1026,31-90,0.33,0,Premium Value,0.03,0
Resort Hotel,2017-07-27,0,16,2017,July,30,27,2,3,2,BB,IRL,Direct,Direct,0,F,F,No Deposit,Transient,262,1,Check-Out,2017-08-01,Room Match,2,0,FALSE,5,1310,8-30,0.4,0,Premium Value,0.06,0
Resort Hotel,2017-07-25,0,231,2017,July,30,25,2,5,3,HB,PRT,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,187.25,0,Check-Out,2017-08-01,Room Match,3,0,FALSE,7,1310.75,90+,0.29,0,Premium Value,0,0
Resort Hotel,2017-07-27,0,45,2017,July,30,27,2,5,2,SC,ESP,Online TA,TA/TO,0,C,I,No Deposit,Transient,0,0,Check-Out,2017-08-03,Room Change,4,1,TRUE,7,0,31-90,0.29,0,Low Value,0.02,0
Resort Hotel,2017-07-24,0,276,2017,July,30,24,3,5,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,138.38,2,Check-Out,2017-08-01,Room Match,2,0,FALSE,8,1107.04,90+,0.38,0,Premium Value,0,0
Resort Hotel,2017-07-25,0,318,2017,July,30,25,2,5,2,HB,PRT,Direct,Direct,0,G,G,No Deposit,Transient,222.26,2,Check-Out,2017-08-01,Room Match,4,1,TRUE,7,1555.82,90+,0.29,0,Premium Value,0,0
Resort Hotel,2017-07-25,0,231,2017,July,30,25,2,5,2,HB,PRT,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,147.33,1,Check-Out,2017-08-01,Room Match,3,1,TRUE,7,1031.3100000000002,90+,0.29,0,Premium Value,0,0
Resort Hotel,2017-07-31,0,0,2017,July,31,31,1,0,2,BB,PRT,Direct,Direct,0,A,A,No Deposit,Transient,169,0,Check-Out,2017-08-01,Room Match,2,0,FALSE,1,169,0-7,1,0,Moderate Value,1,1
Resort Hotel,2017-07-24,0,276,2017,July,30,24,3,5,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,140.38,2,Check-Out,2017-08-01,Room Match,2,0,FALSE,8,1123.04,90+,0.38,0,Premium Value,0,0
Resort Hotel,2017-07-31,0,1,2017,July,31,31,1,0,2,BB,GBR,Direct,Direct,0,A,A,No Deposit,Transient,155,0,Check-Out,2017-08-01,Room Match,2,0,FALSE,1,155,0-7,1,0,Moderate Value,0.5,0
Resort Hotel,2017-07-28,0,266,2017,July,30,28,2,2,2,BB,GBR,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient-Party,128.9,1,Check-Out,2017-08-01,Room Match,2,0,FALSE,4,515.6,90+,0.5,0,Premium Value,0,0
Resort Hotel,2017-07-25,0,19,2017,July,30,25,2,5,2,BB,SWE,Online TA,TA/TO,0,E,E,No Deposit,Transient,242.86,2,Check-Out,2017-08-01,Room Match,2,0,TRUE,7,1700.02,8-30,0.29,0,Premium Value,0.05,0
Resort Hotel,2017-07-28,0,32,2017,July,30,28,2,2,2,BB,FRA,Direct,Direct,0,G,G,No Deposit,Transient,300,1,Check-Out,2017-08-01,Room Match,4,1,FALSE,4,1200,31-90,0.5,0,Premium Value,0.03,0
Resort Hotel,2017-07-30,0,115,2017,July,31,30,2,0,2,BB,AUS,Online TA,TA/TO,0,D,D,No Deposit,Transient,209,2,Check-Out,2017-08-01,Room Match,2,0,FALSE,2,418,90+,1,0,High Value,0.01,0
Resort Hotel,2017-07-28,0,25,2017,July,30,28,2,4,2,SC,IRL,Online TA,TA/TO,0,A,I,No Deposit,Transient,0,0,Check-Out,2017-08-03,Room Change,2,0,TRUE,6,0,8-30,0.33,0,Low Value,0.04,0
Resort Hotel,2017-07-29,0,9,2017,July,30,29,2,1,2,FB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient,208.08,0,Check-Out,2017-08-01,Room Match,2,0,FALSE,3,624.24,8-30,0.67,0,Premium Value,0.1,0
Resort Hotel,2017-07-25,0,199,2017,July,30,25,2,5,2,BB,IRL,Online TA,TA/TO,0,D,D,No Deposit,Transient,127.28,1,Check-Out,2017-08-01,Room Match,3,1,FALSE,7,890.96,90+,0.29,0,Premium Value,0,0
Resort Hotel,2017-07-28,0,1,2017,July,30,28,2,2,2,BB,SWE,Online TA,TA/TO,0,A,A,No Deposit,Transient,171.9,1,Check-Out,2017-08-01,Room Match,3,1,FALSE,4,687.6,0-7,0.5,0,Premium Value,0.5,0
Resort Hotel,2017-07-26,0,17,2017,July,30,26,2,4,2,HB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,237,1,Check-Out,2017-08-01,Room Match,2,0,FALSE,6,1422,8-30,0.33,0,Premium Value,0.06,0
Resort Hotel,2017-07-24,0,335,2017,July,30,24,3,6,2,HB,GBR,Offline TA/TO,TA/TO,0,A,A,No Deposit,Contract,134.85,1,Check-Out,2017-08-02,Room Match,2,0,FALSE,9,1213.6499999999999,90+,0.33,0,Premium Value,0,0
Resort Hotel,2017-07-23,0,124,2017,July,30,23,4,6,2,Undefined,PRT,Offline TA/TO,TA/TO,0,A,A,No Deposit,Contract,158.85,2,Check-Out,2017-08-02,Room Match,2,0,FALSE,10,1588.5,90+,0.4,0,Premium Value,0.01,0
Resort Hotel,2017-07-23,0,124,2017,July,30,23,4,6,2,Undefined,GBR,Offline TA/TO,TA/TO,0,A,A,No Deposit,Contract,158.85,2,Check-Out,2017-08-02,Room Match,2,0,FALSE,10,1588.5,90+,0.4,0,Premium Value,0.01,0
Resort Hotel,2017-08-01,0,4,2017,August,31,1,0,1,1,BB,PRT,Corporate,Corporate,0,A,B,No Deposit,Transient,135,0,Check-Out,2017-08-02,Room Change,1,0,FALSE,1,135,0-7,0,0,Low Value,0.2,0
Resort Hotel,2017-07-29,0,24,2017,July,30,29,2,2,2,BB,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient,164,2,Check-Out,2017-08-02,Room Match,2,0,FALSE,4,656,8-30,0.5,0,Premium Value,0.04,0
Resort Hotel,2017-07-30,0,281,2017,July,31,30,2,1,2,BB,USA,Online TA,TA/TO,0,C,C,No Deposit,Transient,170.24,1,Check-Out,2017-08-02,Room Match,4,1,FALSE,3,510.72,90+,0.67,0,Premium Value,0,0
Resort Hotel,2017-07-26,0,176,2017,July,30,26,2,5,2,HB,PRT,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,152.1,0,Check-Out,2017-08-02,Room Match,2,0,FALSE,7,1064.7,90+,0.29,0,Premium Value,0.01,0
Resort Hotel,2017-07-29,0,139,2017,July,30,29,2,2,2,BB,GBR,Online TA,TA/TO,0,E,E,No Deposit,Transient,234,2,Check-Out,2017-08-02,Room Match,2,0,FALSE,4,936,90+,0.5,0,Premium Value,0.01,0
Resort Hotel,2017-08-01,0,120,2017,August,31,1,0,1,2,BB,BRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,167.2,1,Check-Out,2017-08-02,Room Match,2,0,FALSE,1,167.2,90+,0,0,Moderate Value,0.01,0
Resort Hotel,2017-07-31,0,52,2017,July,31,31,1,1,2,HB,PRT,Online TA,TA/TO,0,E,F,No Deposit,Transient,235.6,1,Check-Out,2017-08-02,Room Change,2,0,FALSE,2,471.2,31-90,0.5,0,High Value,0.02,0
Resort Hotel,2017-07-28,0,58,2017,July,30,28,2,3,2,HB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,242,2,Check-Out,2017-08-02,Room Match,2,0,FALSE,5,1210,31-90,0.4,0,Premium Value,0.02,0
Resort Hotel,2017-08-01,0,125,2017,August,31,1,0,1,2,HB,BRA,Online TA,TA/TO,0,F,F,No Deposit,Transient,224.8,1,Check-Out,2017-08-02,Room Match,2,0,FALSE,1,224.8,90+,0,0,Moderate Value,0.01,0
